expense_id,team_id,expense_created_at,review_status,purchase_type,amount_value,amount_currency,merchant_country,has_note,category
44135,14343,2023-03-10 16:49:45.957000+00:00,OK,ONLINE,282.73053999999996,GBP,GB,0,Travel
27731,8349,2023-01-17 20:19:15.802000+00:00,WAITING_FOR_REVIEWER,ONLINE,161.75853999999998,GBP,CZ,0,Travel
33937,39846,2023-09-28 08:49:25.348000+00:00,OK,ONLINE,133.5436,GBP,PT,0,Travel
2737,19445,2023-02-23 12:04:05.941000+00:00,NOT_REQUIRED,ONLINE,40.57306,GBP,GB,0,Travel
36554,99863,2023-05-09 14:36:15.990000+00:00,NOT_REQUIRED,ONLINE,273.28998,GBP,GB,0,Travel
2362,90684,2023-08-11 07:29:49.543000+00:00,NOT_SET,IN_STORE,145.878,GBP,GB,0,Travel
30044,64746,2023-11-10 16:31:45.669000+00:00,OK,ONLINE,320.46905999999996,GBP,GB,0,Travel
66907,19445,2023-02-22 11:16:16.183000+00:00,NOT_REQUIRED,ONLINE,144.62084,GBP,GB,0,Travel
47585,19445,2023-03-21 09:17:42.228000+00:00,NOT_REQUIRED,ONLINE,40.90514,EUR,GB,0,Travel
63471,19445,2023-01-20 16:29:31.098000+00:00,NOT_REQUIRED,ONLINE,117.40213999999999,GBP,GB,1,Travel
15423,19445,2023-04-06 09:05:19.836000+00:00,NOT_REQUIRED,ONLINE,286.07506,GBP,GB,1,Travel
3312,19445,2023-04-27 16:33:13.288000+00:00,NOT_REQUIRED,ONLINE,249.04814,GBP,GB,0,Travel
17913,90684,2023-05-04 16:17:42.599000+00:00,NOT_REQUIRED,ONLINE,220.7146,GBP,GB,0,Travel
14790,64746,2023-07-04 13:41:47.583000+00:00,WAITING_FOR_REVIEWER,ONLINE,158.2124,GBP,GB,0,Travel
51835,19445,2023-08-05 10:49:52.007000+00:00,OK,ONLINE,53.37,GBP,IE,1,Travel
25889,97335,2023-06-28 15:28:35.675000+00:00,WAITING_FOR_REVIEWER,ONLINE,298.44503999999995,GBP,GB,0,Travel
96168,19445,2023-07-22 08:51:21.623000+00:00,NOT_REQUIRED,ONLINE,206.58934,GBP,GB,1,Travel
21083,19445,2023-10-16 16:06:36.559000+00:00,OK,ONLINE,110.28613999999999,GBP,GB,0,Travel
39517,39846,2023-10-15 16:38:45.965000+00:00,OK,ONLINE,36.161139999999996,GBP,GB,0,Travel
51440,19445,2023-05-23 15:23:47.824000+00:00,NOT_REQUIRED,ONLINE,180.24827999999997,GBP,GB,1,Travel
81948,19445,2023-06-08 19:46:49.495000+00:00,WAITING_FOR_EXPENSE_OWNER,ONLINE,199.37846000000002,GBP,GB,1,Travel
81467,19445,2023-03-02 11:59:42.583000+00:00,NOT_REQUIRED,IN_STORE,320.21999999999997,SEK,SE,0,Travel
53678,19445,2023-03-06 10:23:37.318000+00:00,NOT_REQUIRED,ONLINE,82.92511999999999,GBP,GB,0,Travel
20717,46912,2023-06-23 14:09:52.934000+00:00,OK,ONLINE,281.01084,GBP,GB,0,Travel
9439,19445,2023-05-16 15:54:47.275000+00:00,WAITING_FOR_EXPENSE_OWNER,ONLINE,436.66148,GBP,GB,0,Travel
76336,19445,2023-07-26 15:48:38.715000+00:00,OK,ONLINE,141.57282,GBP,GB,0,Travel
46441,39477,2023-03-18 10:00:57.650000+00:00,NOT_REQUIRED,ONLINE,77.06628,GBP,GB,0,Travel
89057,64746,2023-09-04 12:20:29.616000+00:00,OK,ONLINE,58.56468,GBP,GB,1,Travel
88875,19445,2023-05-02 15:38:26.162000+00:00,NOT_REQUIRED,ONLINE,241.33914,GBP,GB,0,Travel
93720,90684,2023-01-16 17:13:32.878000+00:00,NOT_REQUIRED,ONLINE,142.88927999999999,GBP,PT,1,Travel
80008,88729,2023-08-10 09:20:43.147000+00:00,OK,ONLINE,442.46101999999996,EUR,ES,0,Travel
87820,19445,2023-02-28 11:50:31.524000+00:00,NOT_REQUIRED,ONLINE,92.62659999999998,GBP,PT,1,Travel
81536,19445,2023-09-25 21:11:48.934000+00:00,WAITING_FOR_REVIEWER,ONLINE,341.57986,GBP,GB,0,Travel
16550,49797,2023-04-04 12:27:54.911000+00:00,NOT_REQUIRED,ONLINE,32.745459999999994,GBP,GB,0,Travel
11433,19445,2023-05-05 12:03:05.508000+00:00,NOT_REQUIRED,ONLINE,89.57858,GBP,GB,0,Travel
53723,19445,2023-06-27 14:59:55.445000+00:00,WAITING_FOR_EXPENSE_OWNER,ONLINE,228.6608,GBP,GB,1,Travel
47152,62531,2023-09-18 14:23:03.360000+00:00,OK,ONLINE,107.5702,GBP,GB,0,Travel
11899,54393,2023-01-16 16:01:09.703000+00:00,OK,ONLINE,142.88927999999999,GBP,PT,0,Travel
13113,14343,2023-02-23 11:34:33.235000+00:00,OK,ONLINE,98.41428,GBP,GB,0,Travel
43948,8349,2023-03-13 11:29:13.210000+00:00,WAITING_FOR_REVIEWER,ONLINE,230.35678,GBP,GB,1,Travel
66374,90684,2023-01-25 11:27:44.140000+00:00,NOT_REQUIRED,ONLINE,341.46126000000004,GBP,GB,1,Travel
53106,46694,2023-01-10 14:10:29.127000+00:00,WAITING_FOR_REVIEWER,ONLINE,2409.9519999999998,DKK,SE,0,Travel
42522,19445,2023-06-19 10:20:39.630000+00:00,WAITING_FOR_REVIEWER,ONLINE,577.61758,GBP,GB,0,Travel
41187,19445,2023-12-06 14:59:07.224000+00:00,OK,ONLINE,117.97142,GBP,GB,1,Travel
59692,19445,2023-07-29 08:23:47.509000+00:00,OK,ONLINE,247.13868,GBP,GB,1,Travel
43043,90684,2023-05-10 10:44:58.276000+00:00,NOT_REQUIRED,ONLINE,343.96371999999997,GBP,GB,0,Travel
94220,19445,2023-05-12 16:16:52.891000+00:00,WAITING_FOR_EXPENSE_OWNER,ONLINE,209.30527999999998,GBP,GB,0,Travel
2084,19445,2023-02-23 17:06:13.637000+00:00,NOT_REQUIRED,ONLINE,285.74298,GBP,GB,0,Travel
21811,19445,2023-10-31 14:06:51.858000+00:00,OK,ONLINE,103.18199999999999,GBP,PT,0,Travel
4525,19445,2023-06-16 12:28:26.482000+00:00,NOT_REQUIRED,ONLINE,258.6073,GBP,GB,1,Travel
81995,19445,2023-08-25 15:33:04.002000+00:00,OK,ONLINE,49.80014,GBP,GB,0,Travel
15416,19445,2023-04-10 10:53:58.210000+00:00,NOT_REQUIRED,IN_STORE,235.46844,GBP,GB,1,Travel
34190,54393,2023-07-29 10:10:14.766000+00:00,OK,ONLINE,226.59716,GBP,GB,0,Travel
87464,8349,2023-01-16 15:52:47.289000+00:00,WAITING_FOR_REVIEWER,ONLINE,142.05908,GBP,GB,0,Travel
24104,19445,2023-10-27 07:52:18.510000+00:00,WAITING_FOR_EXPENSE_OWNER,ONLINE,440.38552,GBP,GB,1,Travel
42398,19445,2023-04-22 07:37:45.958000+00:00,NOT_SET,ONLINE,291.5188,GBP,NO,0,Travel
42657,64746,2023-10-20 13:36:44.282000+00:00,OK,ONLINE,206.29283999999998,GBP,GB,0,Travel
231,16469,2023-04-28 20:16:04.030000+00:00,OK,ONLINE,112.9072,GBP,GB,1,Travel
23229,8349,2023-08-23 09:42:09.172000+00:00,OK,ONLINE,197.71806,GBP,GB,1,Travel
22462,19445,2023-06-27 15:00:18.763000+00:00,NOT_REQUIRED,ONLINE,272.70884,GBP,GB,0,Travel
90427,39846,2023-09-26 11:23:47.371000+00:00,OK,ONLINE,157.14499999999998,GBP,GB,0,Travel
68431,8349,2023-08-24 08:28:00.843000+00:00,WAITING_FOR_EXPENSE_OWNER,ONLINE,193.4959,GBP,GB,1,Travel
2600,19445,2023-05-12 13:17:21.609000+00:00,NOT_REQUIRED,ONLINE,10.86376,GBP,GB,0,Travel
18726,19445,2023-05-04 13:58:42.201000+00:00,NOT_REQUIRED,ONLINE,123.46259999999998,GBP,GB,0,Travel
19685,19445,2023-04-02 13:24:07.135000+00:00,NOT_REQUIRED,ONLINE,278.92348,GBP,GB,1,Travel
24790,90684,2023-04-05 09:49:03.326000+00:00,NOT_REQUIRED,ONLINE,247.53006,GBP,GB,1,Travel
17551,19445,2023-03-14 15:49:01.846000+00:00,NOT_REQUIRED,ONLINE,62.241279999999996,GBP,GB,0,Travel
22032,42819,2023-04-11 21:16:33.759000+00:00,OK,ONLINE,136.36628,GBP,GB,0,Travel
94950,19445,2023-05-30 15:14:16.694000+00:00,WAITING_FOR_REVIEWER,ONLINE,243.0114,GBP,GB,1,Travel
73802,19445,2023-06-27 15:19:11.966000+00:00,NOT_REQUIRED,ONLINE,154.00209999999998,GBP,GB,0,Travel
46184,19445,2023-07-10 13:46:46.669000+00:00,NOT_REQUIRED,ONLINE,215.93501999999998,GBP,GB,1,Travel
2798,64746,2023-06-19 13:16:36.170000+00:00,WAITING_FOR_REVIEWER,ONLINE,210.15919999999997,GBP,GB,1,Travel
93874,19445,2023-07-26 08:50:54.502000+00:00,OK,ONLINE,20.162,EUR,GB,0,Travel
74510,19445,2023-10-31 17:14:56.296000+00:00,WAITING_FOR_REVIEWER,ONLINE,242.97582,GBP,PT,0,Travel
28749,19445,2023-05-11 17:48:04.950000+00:00,NOT_REQUIRED,ONLINE,469.03928,GBP,GB,0,Travel
65450,90684,2023-01-12 10:37:25.226000+00:00,NOT_REQUIRED,ONLINE,113.10882,EUR,FI,0,Travel
91562,19445,2023-05-04 13:11:37.132000+00:00,NOT_REQUIRED,ONLINE,87.74028,GBP,GB,0,Travel
11627,39477,2023-04-13 16:06:36.185000+00:00,WAITING_FOR_REVIEWER,ONLINE,398.1402,GBP,GB,0,Travel
46546,19445,2023-10-15 18:53:02.519000+00:00,OK,ONLINE,58.683279999999996,GBP,GB,1,Travel
24219,39477,2023-05-10 18:24:31.372000+00:00,OK,ONLINE,475.53855999999996,GBP,GB,1,Travel
48374,19445,2023-06-09 10:05:28.793000+00:00,WAITING_FOR_REVIEWER,ONLINE,69.96214,EUR,IE,0,Travel
96220,19445,2023-07-28 06:38:34.004000+00:00,NOT_REQUIRED,IN_STORE,687.12096,GBP,GB,0,Travel
63700,67636,2023-07-06 12:51:03.523000+00:00,OK,ONLINE,515.63722,GBP,GB,0,Travel
95877,99863,2023-10-04 15:36:18.185000+00:00,OK,ONLINE,98.0822,GBP,GB,0,Travel
79819,19445,2023-02-15 19:31:56.399000+00:00,NOT_REQUIRED,ONLINE,145.47475999999997,GBP,GB,0,Travel
8398,19445,2023-07-17 08:17:54.718000+00:00,NOT_REQUIRED,ONLINE,242.53699999999998,GBP,GB,0,Travel
56159,90684,2023-06-04 21:46:26.269000+00:00,NOT_REQUIRED,ONLINE,166.72788,GBP,GB,0,Travel
59288,99863,2023-10-04 15:42:44.204000+00:00,OK,ONLINE,133.8994,GBP,GB,0,Travel
96487,54393,2023-06-16 12:38:31.606000+00:00,NOT_REQUIRED,ONLINE,109.112,GBP,GB,0,Travel
77107,90684,2023-11-13 17:03:11.837000+00:00,OK,ONLINE,229.12333999999998,GBP,GB,0,Travel
11583,19445,2023-07-06 16:32:32.793000+00:00,NOT_REQUIRED,IN_STORE,83.00813999999998,EUR,IE,1,Travel
52684,64548,2023-06-16 10:17:49.235000+00:00,NOT_REQUIRED,ONLINE,110.27428,EUR,GB,0,Travel
51389,19445,2023-07-06 13:16:33.343000+00:00,NOT_REQUIRED,ONLINE,247.24542,GBP,GB,1,Travel
70974,19445,2023-03-17 12:14:27.559000+00:00,NOT_REQUIRED,ONLINE,281.03456,GBP,GB,0,Travel
23514,14343,2023-09-05 08:12:41.271000+00:00,OK,ONLINE,254.05306,GBP,GB,0,Travel
70222,90684,2023-10-10 13:45:18.853000+00:00,OK,ONLINE,281.62756,GBP,GB,0,Travel
75052,56284,2023-01-18 19:02:42.884000+00:00,NOT_REQUIRED,ONLINE,17.77814,EUR,IE,0,Travel
18459,22975,2023-08-29 14:59:59.305000+00:00,WAITING_FOR_EXPENSE_OWNER,ONLINE,198.25176,GBP,GB,1,Travel
97127,90684,2023-01-03 09:02:34.747000+00:00,NOT_REQUIRED,ONLINE,316.55526000000003,GBP,GB,0,Travel
63321,8349,2023-09-22 09:13:38.578000+00:00,OK,ONLINE,273.23068,GBP,GB,0,Travel
35542,19445,2023-04-04 14:33:21.370000+00:00,NOT_REQUIRED,ONLINE,221.88873999999998,GBP,GB,0,Travel
10355,19445,2023-08-23 14:53:32.122000+00:00,WAITING_FOR_REVIEWER,ONLINE,220.72646,EUR,GB,0,Travel
27294,19445,2023-09-08 15:52:15.767000+00:00,OK,ONLINE,407.22496,GBP,GB,0,Travel
3042,19445,2023-09-11 09:17:19.393000+00:00,WAITING_FOR_REVIEWER,ONLINE,277.9984,GBP,GB,0,Travel
29298,19445,2023-08-24 16:56:36.632000+00:00,WAITING_FOR_REVIEWER,ONLINE,160.3472,GBP,PT,0,Travel
243,19445,2023-07-06 13:03:35.546000+00:00,NOT_REQUIRED,ONLINE,111.8398,GBP,PT,1,Travel
40583,64746,2023-07-20 08:57:51.474000+00:00,WAITING_FOR_REVIEWER,ONLINE,100.46605999999998,GBP,GB,0,Travel
26881,90684,2023-05-04 16:23:07.326000+00:00,NOT_REQUIRED,ONLINE,140.1852,GBP,GB,0,Travel
57840,49505,2023-10-06 13:09:13.618000+00:00,OK,ONLINE,231.95788000000002,GBP,PT,0,Travel
69054,8349,2023-06-27 06:41:35.827000+00:00,NOT_REQUIRED,IN_STORE,56.928,GBP,GB,0,Travel
23787,19445,2023-07-31 07:58:46.827000+00:00,OK,ONLINE,137.56413999999998,GBP,GB,1,Travel
36803,39846,2023-10-01 15:43:04.698000+00:00,OK,ONLINE,22.510279999999998,GBP,GB,1,Travel
23326,19445,2023-04-11 10:16:07.366000+00:00,NOT_REQUIRED,IN_STORE,194.83607999999998,GBP,GB,1,Travel
32712,97335,2023-10-07 09:49:43.300000+00:00,OK,ONLINE,141.75072,GBP,GB,0,Travel
97851,19445,2023-10-05 20:55:51.181000+00:00,WAITING_FOR_EXPENSE_OWNER,ONLINE,98.0822,GBP,GB,0,Travel
3400,90684,2023-01-18 13:24:16.056000+00:00,WAITING_FOR_REVIEWER,ONLINE,221.16527999999997,GBP,GB,0,Travel
12698,19445,2023-03-31 18:32:32.147000+00:00,NOT_REQUIRED,ONLINE,118.96766,GBP,GB,1,Travel
40107,19445,2023-07-06 12:53:27.090000+00:00,NOT_REQUIRED,ONLINE,380.20788,GBP,GB,0,Travel
60552,90684,2023-01-17 12:30:17.844000+00:00,NOT_REQUIRED,ONLINE,611.976,DKK,DK,0,Travel
58168,19445,2023-02-10 22:34:54.151000+00:00,NOT_REQUIRED,ONLINE,664.16,DKK,DK,0,Travel
35085,42819,2023-04-11 21:25:12.135000+00:00,WAITING_FOR_REVIEWER,ONLINE,58.16144,EUR,GB,0,Travel
83578,19445,2023-07-31 08:27:54.752000+00:00,OK,ONLINE,307.38748,GBP,GB,0,Travel
50098,8349,2023-06-22 17:06:05.939000+00:00,WAITING_FOR_REVIEWER,ONLINE,260.27956,GBP,GB,0,Travel
95064,56284,2023-02-02 20:35:17.004000+00:00,NOT_REQUIRED,ONLINE,22.86608,GBP,GB,0,Travel
95862,8349,2023-03-14 12:44:58.309000+00:00,OK,ONLINE,268.29692,GBP,GB,0,Travel
73615,14343,2023-07-05 09:48:15.788000+00:00,OK,ONLINE,1269.02,DKK,DK,0,Travel
93676,90684,2023-08-08 18:32:49.918000+00:00,OK,ONLINE,277.524,GBP,GB,0,Travel
26957,19445,2023-09-27 12:17:24.629000+00:00,OK,ONLINE,2098.034,SEK,GB,0,Travel
31354,5240,2023-08-16 18:14:13.646000+00:00,OK,ONLINE,2430.114,SEK,GB,0,Travel
37378,7452,2023-05-03 07:02:28.746000+00:00,OK,ONLINE,72.33414,GBP,GB,1,Travel
7772,22975,2023-10-19 19:52:35.685000+00:00,WAITING_FOR_REVIEWER,ONLINE,276.40916,GBP,CZ,1,Travel
59099,19445,2023-06-27 08:02:50.528000+00:00,NOT_REQUIRED,ONLINE,289.39585999999997,GBP,IE,0,Travel
76974,19445,2023-04-06 10:24:40.090000+00:00,NOT_REQUIRED,ONLINE,122.82216,GBP,GB,1,Travel
99144,90684,2023-09-21 08:57:09.779000+00:00,NOT_REQUIRED,IN_STORE,53.37,EUR,HR,0,Travel
34273,19445,2023-02-23 09:29:47.611000+00:00,NOT_REQUIRED,ONLINE,24.6688,GBP,GB,1,Travel
95224,19445,2023-09-19 11:57:03.745000+00:00,OK,ONLINE,116.77355999999999,GBP,GB,0,Travel
53767,46912,2023-07-11 14:42:27.163000+00:00,OK,ONLINE,301.80142,GBP,GB,0,Travel
33755,8349,2023-10-05 09:38:39.942000+00:00,OK,ONLINE,208.08369999999996,GBP,GB,1,Travel
93689,88729,2023-10-16 16:39:33.198000+00:00,OK,ONLINE,165.07934,GBP,GB,0,Travel
49459,78218,2023-07-18 11:29:52.945000+00:00,WAITING_FOR_EXPENSE_OWNER,ONLINE,35.58,GBP,GB,1,Travel
76366,20445,2023-07-31 12:16:45.842000+00:00,OK,ONLINE,105.70817999999998,EUR,GB,0,Travel
27208,19445,2023-05-19 12:23:34.076000+00:00,NOT_REQUIRED,ONLINE,361.2556,GBP,NO,0,Travel
56330,39846,2023-10-07 15:58:11.769000+00:00,OK,ONLINE,131.2309,GBP,GB,0,Travel
44822,19445,2023-06-28 15:59:55.411000+00:00,NOT_REQUIRED,ONLINE,12.2158,GBP,NO,1,Travel
71077,90684,2023-09-18 16:05:05.839000+00:00,OK,ONLINE,137.52856,GBP,GB,0,Travel
60070,19445,2023-04-09 18:41:01.915000+00:00,NOT_REQUIRED,ONLINE,115.61128,GBP,GB,0,Travel
5675,56284,2023-02-06 20:17:23.592000+00:00,OK,ONLINE,103.17013999999999,GBP,GB,0,Travel
47576,19445,2023-03-21 09:17:38.683000+00:00,NOT_REQUIRED,ONLINE,49.80014,GBP,GB,0,Travel
7068,90684,2023-09-27 07:31:54.759000+00:00,OK,ONLINE,235.70564,EUR,IE,0,Travel
65203,19445,2023-05-13 09:48:24.629000+00:00,NOT_REQUIRED,ONLINE,275.22316,GBP,GB,0,Travel
97877,34523,2023-08-04 17:27:23.268000+00:00,OK,ONLINE,404.53273999999993,GBP,GB,0,Travel
22449,19445,2023-06-14 13:53:51.008000+00:00,NOT_REQUIRED,ONLINE,56.251979999999996,GBP,IE,0,Travel
39242,19445,2023-06-02 15:00:10.082000+00:00,NOT_REQUIRED,ONLINE,192.96219999999997,GBP,GB,1,Travel
70467,19445,2023-11-08 12:35:33.903000+00:00,OK,ONLINE,92.38940000000001,GBP,GB,0,Travel
61726,54393,2023-07-24 12:35:43.976000+00:00,NOT_REQUIRED,ONLINE,59.28814,GBP,GB,0,Travel
89130,19445,2023-08-01 12:38:06.463000+00:00,OK,ONLINE,234.46033999999997,GBP,NO,0,Travel
99500,19445,2023-06-18 12:00:46.790000+00:00,WAITING_FOR_EXPENSE_OWNER,ONLINE,228.0678,GBP,NO,1,Travel
60901,90684,2023-11-05 12:52:37.258000+00:00,OK,ONLINE,292.09994,GBP,GB,0,Travel
36397,90684,2023-04-06 15:13:00.840000+00:00,NOT_REQUIRED,ONLINE,57.497279999999996,GBP,GB,0,Travel
32332,14343,2023-04-29 16:39:58.353000+00:00,OK,ONLINE,182.46609999999998,GBP,GB,0,Travel
26340,19445,2023-01-16 19:43:06.959000+00:00,NOT_REQUIRED,ONLINE,102.56528,GBP,GB,0,Travel
987,19445,2023-07-17 10:30:09.064000+00:00,NOT_REQUIRED,ONLINE,42.68414,EUR,IE,1,Travel
47763,19445,2023-01-25 04:24:38.359000+00:00,NOT_SET,IN_STORE,0.35579999999999995,GBP,GB,1,Travel
26114,19445,2023-03-14 15:55:03.827000+00:00,NOT_REQUIRED,ONLINE,24.1351,GBP,GB,0,Travel
5380,90684,2023-01-02 09:53:41.963000+00:00,NOT_REQUIRED,ONLINE,190.93414,GBP,GB,0,Travel
59213,19445,2023-05-30 08:49:38.833000+00:00,WAITING_FOR_EXPENSE_OWNER,ONLINE,269.19827999999995,GBP,GB,1,Travel
52903,19445,2023-06-08 12:58:37.325000+00:00,NOT_REQUIRED,ONLINE,378.54748,GBP,GB,1,Travel
81068,56284,2023-09-08 09:40:39.202000+00:00,OK,ONLINE,286.65619999999996,GBP,GB,0,Travel
45575,19445,2023-07-19 07:50:47.267000+00:00,NOT_REQUIRED,ONLINE,507.16918,GBP,GB,0,Travel
55920,19445,2023-03-14 15:47:42.914000+00:00,NOT_REQUIRED,ONLINE,102.19762,GBP,GB,0,Travel
18700,90684,2023-01-27 09:35:34.760000+00:00,NOT_REQUIRED,ONLINE,245.59688,GBP,GB,0,Travel
70419,19445,2023-04-12 19:56:08.773000+00:00,WAITING_FOR_REVIEWER,ONLINE,446.01901999999995,GBP,GB,0,Travel
36762,19445,2023-07-20 08:53:52.059000+00:00,NOT_REQUIRED,ONLINE,85.9257,GBP,GB,1,Travel
11471,19445,2023-10-04 20:46:38.177000+00:00,OK,ONLINE,225.8144,GBP,GB,0,Travel
75250,14343,2023-02-27 11:06:26.849000+00:00,OK,ONLINE,188.82306,GBP,GB,0,Travel
18003,19445,2023-03-06 16:16:59.783000+00:00,NOT_REQUIRED,ONLINE,59.3,GBP,GB,0,Travel
89173,19445,2023-04-14 09:22:50.874000+00:00,WAITING_FOR_REVIEWER,ONLINE,189.15514,EUR,GB,0,Travel
23538,19445,2023-10-21 07:59:55.362000+00:00,OK,ONLINE,167.23785999999998,GBP,GB,0,Travel
63700,19445,2023-05-12 16:28:54.430000+00:00,WAITING_FOR_REVIEWER,ONLINE,149.0802,GBP,NO,0,Travel
15291,90684,2023-01-04 21:49:02.486000+00:00,NOT_REQUIRED,ONLINE,58.114,GBP,GB,0,Travel
79935,19445,2023-05-05 13:48:46.637000+00:00,NOT_REQUIRED,ONLINE,20.162,EUR,HR,0,Travel
76520,19445,2023-06-08 13:23:34.365000+00:00,NOT_REQUIRED,ONLINE,323.70684,GBP,GB,0,Travel
84750,19445,2023-08-16 16:53:52.844000+00:00,OK,ONLINE,352.09968,GBP,GB,0,Travel
60730,8349,2023-03-13 11:03:40.195000+00:00,WAITING_FOR_REVIEWER,ONLINE,231.54277999999996,GBP,GB,0,Travel
29142,7452,2023-07-19 10:09:26.471000+00:00,OK,ONLINE,345.64784,GBP,GB,0,Travel
25450,19445,2023-08-24 09:06:24.036000+00:00,WAITING_FOR_REVIEWER,ONLINE,133.62662,GBP,GB,0,Travel
50621,19445,2023-06-07 14:23:32.129000+00:00,OK,ONLINE,428.5611,GBP,GB,1,Travel
99673,19445,2023-07-11 18:27:29.519000+00:00,WAITING_FOR_REVIEWER,ONLINE,214.46438,GBP,GB,0,Travel
65582,19445,2023-04-04 14:35:41.660000+00:00,NOT_REQUIRED,ONLINE,120.62805999999999,GBP,GB,0,Travel
44630,19445,2023-02-24 14:31:14.130000+00:00,NOT_REQUIRED,ONLINE,294.53123999999997,GBP,GB,1,Travel
33663,64548,2023-06-16 13:39:06.650000+00:00,OK,ONLINE,260.00678,GBP,IE,0,Travel
61733,19445,2023-04-03 10:24:41.599000+00:00,NOT_REQUIRED,ONLINE,557.70464,EUR,ES,1,Travel
92826,19445,2023-07-25 13:34:36.894000+00:00,OK,ONLINE,270.81124,GBP,GB,0,Travel
27332,19445,2023-06-11 13:32:08.513000+00:00,NOT_REQUIRED,ONLINE,53.35814,GBP,IE,0,Travel
58801,19445,2023-05-22 08:48:44.358000+00:00,NOT_REQUIRED,ONLINE,401.89982,EUR,ES,0,Travel
52960,88729,2023-05-14 17:15:24.534000+00:00,OK,ONLINE,221.62781999999999,GBP,GB,0,Travel
69758,19445,2023-05-25 14:14:24.882000+00:00,NOT_REQUIRED,ONLINE,179.90434,EUR,DE,1,Travel
23128,19445,2023-04-15 07:11:31.678000+00:00,NOT_REQUIRED,ONLINE,434.85876,GBP,GB,0,Travel
19026,90684,2023-12-28 18:01:26.738000+00:00,OK,ONLINE,206.35214,GBP,GB,0,Travel
14392,39846,2023-09-22 15:26:13.489000+00:00,OK,ONLINE,214.27461999999997,GBP,GB,0,Travel
35281,19445,2023-08-08 11:00:44.028000+00:00,OK,ONLINE,84.52622,GBP,GB,0,Travel
78082,19445,2023-05-04 13:43:39.154000+00:00,NOT_REQUIRED,ONLINE,218.18841999999998,GBP,GB,1,Travel
21153,19445,2023-04-29 00:02:22.314000+00:00,NOT_REQUIRED,ONLINE,163.58498,GBP,GB,0,Travel
22681,7452,2023-06-22 19:54:38.616000+00:00,WAITING_FOR_REVIEWER,ONLINE,313.29376,GBP,GB,1,Travel
22336,19445,2023-04-29 18:10:14.376000+00:00,WAITING_FOR_REVIEWER,ONLINE,514.2614599999999,EUR,NO,0,Travel
6514,19445,2023-03-15 08:39:31.214000+00:00,NOT_REQUIRED,ONLINE,107.91413999999999,GBP,GB,1,Travel
32572,89223,2023-04-11 16:23:45.667000+00:00,WAITING_FOR_REVIEWER,ONLINE,220.85691999999997,GBP,CZ,0,Travel
78012,90684,2023-01-03 11:52:38.863000+00:00,NOT_REQUIRED,ONLINE,114.42528,GBP,GB,1,Travel
